"","X","y_t","price.1","display.1","V1","p1","price.2","display.2","V2","p2","price.3","display.3","V3","p2.1","person"
"1",1,1,0.77965259894263,0,1.24672053344984,0.499678670064984,0.761541506322101,0,0.317231806384741,0.197250896536171,0.737553692096844,0,0.317231806384741,0.303070433398846,1
"2",2,1,0.811637169891037,0,1.12610562137173,0.498695425636198,0.790159114543349,0,0.206562828961419,0.198830508857006,0.800951804732904,0,0.206562828961419,0.302474065506796,2
"3",3,3,0.871856009005569,0,0.911392987986082,0.462586515709257,0.760074881277979,0,0.323014967673953,0.256840579743438,0.705457369470969,0,0.323014967673953,0.280572904547304,3
"4",4,2,0.972462336998433,0,0.583771796784986,0.187186170962085,0.631314590456896,1,1.67985294633355,0.560138927508317,0.799259570194408,1,1.67985294633355,0.252674901529598,4
"5",5,2,0.760504579311237,0,1.32131943755863,0.393705360917582,0.557581337634474,0,1.25244066756284,0.367500266792677,0.889470342174172,0,1.25244066756284,0.238794372289741,5
"6",6,2,0.969516905490309,0,0.592872101367861,0.133062803574075,0.524688321352005,1,2.2348525988991,0.687321199060704,0.776236426783726,1,2.2348525988991,0.179615997365221,6
"7",7,1,0.983402580581605,0,0.550210099596117,0.241668548309983,0.675035491259769,1,1.4789700295433,0.611752067651769,0.839642745256424,0,1.4789700295433,0.146579384038248,7
"8",8,2,0.898239337746054,0,0.8219561692652,0.172425418022596,0.5211084486451,1,2.25539131230274,0.722993279432932,0.837753161694854,0,2.25539131230274,0.104581302544472,8
"9",9,1,0.888734213169664,0,0.85387118294612,0.229123777344134,0.658298796741292,1,1.55428905701181,0.461591473782804,0.795546135352925,1,1.55428905701181,0.309284748873062,9
"10",10,2,0.718535881140269,0,1.4916189072603,0.471021618300011,0.641686485614628,0,0.830966304199596,0.243289328813571,0.754669522820041,0,0.830966304199596,0.285689052886418,10
"11",11,2,0.76179237246979,0,1.31624371249364,0.357018125591289,0.514457411202602,0,1.49392751258289,0.426439435164458,0.851383266458288,0,1.49392751258289,0.216542439244253,11
"12",12,2,0.752967025758699,0,1.35120152790251,0.474018165196981,0.678362242295407,0,0.664221559141452,0.238475284350322,0.749506412120536,0,0.664221559141452,0.287506550452697,12
"13",13,1,0.906106853997335,0,0.79579411849751,0.436846758358805,0.737381364521571,0,0.413950196120364,0.298192289100504,0.80426789666526,0,0.413950196120364,0.264960952540691,13
"14",14,1,0.815231115464121,0,1.11285088605534,0.446153477845046,0.679660605103709,0,0.658485146651548,0.283240758904512,0.822568648168817,0,0.658485146651548,0.270605763250442,14
"15",15,3,0.930952425999567,0,0.714641308711303,0.258689814156393,0.508374778763391,0,1.52960904981619,0.584406882202392,0.719009995274246,0,1.52960904981619,0.156903303641215,15
"16",16,1,0.849309772625566,0,0.989993874739207,0.390920084090654,0.618717989558354,0,0.940317101453781,0.371974899410924,0.813151752762497,0,0.940317101453781,0.237105016498422,16
"17",17,3,0.915285552479327,0,0.765557549542475,0.287247876270332,0.531873189355247,0,1.39405055178325,0.538527479834371,0.703374832309782,0,1.39405055178325,0.174224643895297,17
"18",18,2,0.997571828449145,0,0.50729337302085,0.227016774293087,0.507233416405506,0,1.53635198184737,0.635290591829093,0.739975776476785,0,1.53635198184737,0.13769263387782,18
"19",19,3,0.814010553830303,0,1.11734584301046,0.482479515454531,0.752269330341369,0,0.35398260131122,0.224881865739,0.78351676017046,0,0.35398260131122,0.292638618806469,19
"20",20,3,0.933233566395938,0,0.70729931104292,0.332745028758668,0.597919977759011,0,1.04289505132669,0.465434909432238,0.741101217688993,0,1.04289505132669,0.201820061809094,20
"21",21,1,0.980411569331773,0,0.55934848032141,0.302177941030303,0.58828929415904,0,1.09160936561551,0.514541873045982,0.775444281380624,0,1.09160936561551,0.183280185923715,21
"22",22,1,0.763642756384797,1,2.10896558658358,0.560783774900088,0.746869393927045,0,0.375594849788604,0.0990836721536212,0.71529034357518,1,0.375594849788604,0.340132552946291,22
"23",23,1,0.895502129825763,0,0.831112037357912,0.371436880475144,0.624304227391258,0,0.913352456582118,0.403275263368665,0.72899479912594,0,0.913352456582118,0.225287856156191,23
"24",24,2,0.737666528788395,0,1.41279024353169,0.361466775990909,0.503051366889849,0,1.56118897912906,0.419292541903126,0.810718390811235,0,1.56118897912906,0.219240682105965,24
"25",25,2,0.78016620061826,1,2.04474491284184,0.392759168670913,0.515722516574897,1,2.28655925016107,0.500201470860655,0.83234851215966,0,2.28655925016107,0.107039360468432,25
"26",26,2,0.815834227763116,0,1.11063229072198,0.466479936317148,0.719111114414409,0,0.489218178959333,0.250585680165705,0.847129500890151,0,0.489218178959333,0.282934383517147,26
"27",27,2,0.704017099947669,0,1.55285790026208,0.39857670500432,0.522018484096043,0,1.45015684474224,0.359674303163321,0.775241883518174,0,1.45015684474224,0.241748991832358,27
"28",28,2,0.814716387121007,0,1.11474565270056,0.331961504282079,0.521106987958774,0,1.45539972142589,0.466693665526514,0.873751430539414,0,1.45539972142589,0.201344830191407,28
"29",29,2,0.960907253716141,0,0.619632154550499,0.385333878023252,0.691151590156369,0,0.608188304003608,0.380949310729677,0.859094009315595,0,0.608188304003608,0.233716811247071,29
"30",30,3,0.802104699006304,0,1.16154839674035,0.418776186174801,0.623991761286743,0,0.914854341297963,0.327223217352657,0.864360604388639,0,0.914854341297963,0.254000596472542,30
"31",31,2,0.844624034641311,0,1.00659104016198,0.400586149697211,0.629215349233709,0,0.889845139764873,0.356446068655196,0.880339062493295,0,0.889845139764873,0.242967781647593,31
"32",32,1,0.879869747627527,0,0.883944189574027,0.298733282704055,0.524073911155574,0,1.43836765835306,0.520075822259333,0.896501468261704,0,1.43836765835306,0.181190895036611,32
"33",33,2,0.848062392114662,0,0.994403210869622,0.205414092811166,0.583135003596544,1,1.91800965713457,0.517305884807447,0.753190216096118,1,1.91800965713457,0.277280022381387,33
"34",34,3,0.755865280423313,0,1.33967635754139,0.499644440696154,0.738221305678599,0,0.410534881423363,0.197305887066657,0.857419674098492,0,0.410534881423363,0.303049672237188,34
"35",35,3,0.948211995582096,0,0.659531533086485,0.140648700833807,0.527329239714891,1,2.21979054665883,0.669495411571555,0.738149406015873,1,2.21979054665883,0.189855887594637,35
"36",36,1,0.900540021457709,0,0.814282015274769,0.337571014031987,0.583004653267562,0,1.11868033321744,0.45768181612733,0.700749820331112,0,1.11868033321744,0.204747169840684,36
"37",37,1,0.938271958217956,0,0.691146313593229,0.283530744774488,0.540876637469046,0,1.3436921589915,0.544499165548628,0.811399171780795,0,1.3436921589915,0.171970089676884,37
"38",38,3,0.732383087766357,0,1.43435467392319,0.492708506423967,0.69904282852076,0,0.574129802482158,0.208448678128678,0.781949855247512,0,0.574129802482158,0.298842815447355,38
"39",39,2,0.917113283812068,0,0.759572830814149,0.459981905447984,0.793739006738178,0,0.193001735949453,0.261024965984776,0.88458976005204,0,0.193001735949453,0.27899312856724,39
"40",40,1,0.823382328893058,0,1.08300389306542,0.24037341119318,0.563543400308117,1,2.0205327878634,0.613832745138445,0.804212696757168,0,2.0205327878634,0.145793843668375,40
"41",41,2,0.946283888234757,0,0.665637985033475,0.336805399207216,0.611608095304109,0,0.97499070622773,0.458911799816854,0.708278519567102,0,0.97499070622773,0.20428280097593,41
"42",42,2,0.894118058145978,0,0.835752369306691,0.301307748504743,0.535509414994158,0,1.37361042268136,0.515939864018146,0.813170250272378,0,1.37361042268136,0.18275238747711,42
"43",43,1,0.934879828686826,0,0.702011850266574,0.422626469529762,0.734160844190046,0,0.427081421800045,0.321037619094331,0.740236515924334,0,0.427081421800045,0.256335911375907,43
"44",44,2,0.865910893492401,0,0.931919810192796,0.302258301658207,0.519673464098014,0,1.46366385492942,0.51441277123342,0.7869429663755,0,1.46366385492942,0.183328927108373,44
"45",45,1,0.858915874059312,0,0.956252889598009,0.455935925992618,0.735132527700625,0,0.423113458679166,0.267524956028389,0.747414410719648,0,0.423113458679166,0.276539117978993,45
